alone,solo
lonely,solo
regret,sentir
tofeel,sentir
middle,medio
half,medio
catchupwith,alcanzar
toreach,alcanzar
whose,cuyo
game],jugar
toplay[sport,jugar
power,fuerza
force,fuerza
strength,fuerza
evening,tarde
afternoon,tarde
such[a],tal
possible,posible
example,ejemplo
dealwith,tratar
treat,tratar
totry,tratar
tocreate,crear
toﬁnd,encontrar
inthepresenceof,ante
before,ante
being,ser
appearance,aire
wind,aire
air,aire
tocome,venir
towrite,escribir
aged,viejo
old,viejo
word,palabra
deed,obra
book,obra
work,obra
nobody,ninguno
none,ninguno
no,ninguno
me,mí
wellthen,pues
then,pues
situation,situación
country,campo
ﬁeld,campo
afterwards,luego
later,luego
inside,dentro
account,cuenta
bill,cuenta
body,cuerpo
second,segundo
whom,cual
who,cual
which,cual
tochange,cambiar
occur,ocurrir
tohappen,ocurrir
light,luz
preceding,anterior
previous,anterior
youngest,menor
younger,menor
toappear,aparecer
this,éste
people,gente
drink,tomar
take,tomar
tolistento,escuchar
favor,gracia
grace,gracia
thanks,gracia
besides,además
aswell,además
also,además
tobepleasingto,gustar
various,varios
several,varios
head,cabeza
effect,efecto
maintain,mantener
tokeep,mantener
saint[m],santo
maybe,quizás
perhaps,quizás
helpfulness,servicio
service,servicio
ﬁve,cinco
ground,tierra
land,tierra
earth,tierra
how,cómo
tounderstand,comprender
toeat,comer
count,contar
totell,contar
thousand,mil
plan,programa
program,programa
different,distinto
distinct,distinto
there,ahí
ﬁnal,último
last,último
gift,don
Mr,don
courtesytitle[m],don
request,pedir
toaskfor,pedir
[el]water,agua
toopen,abrir
worth,valor
value,valor
sinembargo:nevertheless,embargo
easy,fácil
anybody,nadie
nobody,nadie
opposite,contrario
contrary,contrario
toimagine,imaginar
nextto,junto
togetherwith,junto
[sports]match,partido
group,partido
party,partido
hundred,ciento
toread,leer
question,pregunta
Spanish,español
nowadays,hoy
today,hoy
board,mesa
table,mesa
anyone,cualquier
any,cualquier
safety,seguridad
security,seguridad
watch,mirar
tolook,mirar
tostudy,estudiar
side,lado
aslongas,mientras
whereas,mientras
while,mientras
basis,base
base,base
period,época
age,época
time,época
clear,claro
order,clase
class,clase
kind,clase
whom,quién
who,quién
high,alto
tall,alto
problem,problema
former,antiguo
ancient,antiguo
old,antiguo
possibility,posibilidad
sight,vista
view,vista
toobtain,obtener
downtown,centro
middle,centro
center,centro
[playing]card,carta
letter,carta
poor,pobre
opposite,contra
against,contra
[pl]children,hijo
son,hijo
toshow,mostrar
interest,interés
end,término
term[language],término
tolookfor,buscar
special,especial
political,político
wishfor,desear
desire,desear
towant,desear
necessary,necesario
end,terminar
toﬁnish,terminar
miss,perder
tolose,perder
wish,deseo
desire,deseo
father,padre
either,tampoco
nor,tampoco
neither,tampoco
lord,señor
Mr,señor
sir,señor
turnout,resultar
toresult,resultar
meeting,función
function,función
evening,noche
night,noche
long,largo
family,familia
todevelop,desarrollar
six,seis
low,bajo
short,bajo
cause,producir
toproduce,producir
second,segundo
English,inglés
black,negro
fear,miedo
toenter,entrar
devote,dedicar
todedicate,dedicar
pace,paso
step,paso
formal],usted
you[subj,usted
river,río
address,dirección
direction,dirección
matter,cuestión
question,cuestión
law,derecho
justice,derecho
right,derecho
bad,malo
principle,principio
beginning,principio
warfare,guerra
war,guerra
sole,único
unique,único
only,único
progress,avanzar
toadvance,avanzar
tounderstand,entender
launch,lanzar
tothrow,lanzar
difference,diferencia
well…,bueno
property,propiedad
torepeat,repetir
trip,viaje
travel,viaje
we[subj],nosotros
ten,diez
toindicate,indicar
able,capaz
capable,capaz
yet,todavía
still,todavía
toserve,servir
youngperson,joven
teenager,joven
start,comenzar
tobegin,comenzar
idea,idea
load,peso
weight,peso
peso[money],peso
eight,ocho
learning,estudio
study,estudio
group,grupo
todecide,decidir
toconsider,considerar
overthere,allá
there,allá
badly,mal
advertise,anunciar
toannounce,anunciar
society,sociedad
policy,política
politics,política
detain,detener
tostop,detener
path,camino
route,camino
road,camino
doubt,duda
money,dinero
fortune,millón
million,millón
leave[aplace],abandonar
toabandon,abandonar
part,pieza
piece,pieza
clearly,claro
ofcourse,claro
movement,movimiento
space,sitio
place,sitio
above,arriba
up,arriba
increase,crecer
togrow,crecer
age,siglo
century,siglo
need,necesidad
necessity,necesidad
real,verdadero
true,verdadero
doctor,doctor
natural,natural
reply,contestar
toanswer,contestar
market,mercado
admit,reconocer
torecognize,reconocer
important,importante
means,recurso
recourse,recurso
resource,recurso
attempt,intentar
totry,intentar
carryout,realizar
tofulﬁll,realizar
month,mes
punch,golpe
strike,golpe
hit,golpe
grade,grado
degree,grado
todie,morir
eye,ojo
permit,permitir
toallow,permitir
human,humano
physical,físico
become,convertir
change,convertir
toconvert,convertir
voice,voz
even,incluso
including,incluso
responsibility,responsabilidad
quiteabit,bastante
fairly,bastante
rather,bastante
profound,profundo
deep,profundo
minute,minuto
ﬂoor,suelo
ground,suelo
carry,traer
tobring,traer
insure,asegurar
secure,asegurar
toassure,asegurar
arm,brazo
use,uso
similar,parecido
picture,imagen
image,imagen
cause,origen
origin,origen
tofall,caer
relation,relación
relationship,relación
leanon,apoyar
tosupport,apoyar
blood,sangre
others,demás
therest,demás
same[as],igual
equal,igual
age,edad
amount,cantidad
quantity,cantidad
toact,actuar
prove,comprobar
toverify,comprobar
tobuy,comprar
accordingto,según
toobserve,observar
frentea:acrossfrom,frente
alfrente:facing,frente
manage,lograr
get,lograr
toachieve,lograr
door,puerta
complete,completo
modern,moderno
tocross,atravesar
master,maestro
teacher[m],maestro
tohear,oír
further,adelante
forward,adelante
separate,diferente
different,diferente
ahead,delante
[in]front[of],delante
feeling,sentido
sense,sentido
impossible,imposible
only,solamente
book,libro
straightaway,directamente
directly,directamente
speech,lenguaje
language,lenguaje
it,ello
hard,difícil
difﬁcult,difícil
present,ofrecer
tooffer,ofrecer
system,sistema
vast,enorme
enormous,enorme
infact,realmente
actually,realmente
really,realmente
social,social
unlocked,abierto
open,abierto
togoup,subir
prevent,evitar
toavoid,evitar
surpass,superar
toovercome,superar
part,papel
role,papel
paper,papel
spring[forth],surgir
toappear,surgir
red,rojo
last,pasado
past,pasado
beneﬁt,favor
favor,favor
next,siguiente
following,siguiente
week,semana
limb,miembro
member,miembro
assume,suponer
tosuppose,suponer
clean,puro
pure,puro
cargo,carga
charge,carga
load,carga
warmth,calor
heat,calor
enemy,enemigo
layout,tender
totendto,tender
serious,serio
mother,madre
incite,mover
tomove,mover
toomany,demasiado
toomuch,demasiado
earn,ganar
towin,ganar
ﬁlled,lleno
full,lleno
altitude,altura
height,altura
civil,civil
younggirl,niña
child,niña
expression,cara
face,cara
subway,metro
meter,metro
carefulness,cuidado
care,cuidado
lift,levantar
toraise,levantar
divinity,dios
god,dios
[pl]siblings,hermano
brother,hermano
toparticipate,participar
where,dónde
toexplain,explicar
liberty,libertad
freedom,libertad
character,naturaleza
nature,naturaleza
sun,sol
popular,popular
utilize,utilizar
touse,utilizar
intention,voluntad
willpower,voluntad
will,voluntad
green,verde
foreign,extraño
strange,extraño
irregularity,accidente
accident,accidente
economic,económico
vanish,desaparecer
todisappear,desaparecer
tasty,rico
rich,rico
toforget,olvidar
zone,zona
area,zona
away,fuera
outside,fuera
out,fuera
number,número
status,estado
condition,estado
state,estado
through,través
over,través
através:across,través
species,especie
sort,especie
kind,especie
venture,empresa
company,empresa
ﬁrm,empresa
ﬁfty,cincuenta
tobeborn,nacer
strip[ofland],lengua
tongue,lengua
language,lengua
touse,usar
topay,pagar
dimension,tamaño
size,tamaño
journal,revista
magazine,revista
closed,cerrado
frontier,frontera
border,frontera
tobelacking,faltar
animal,animal
deed,acción
act,acción
action,acción
torun,correr
core,corazón
heart,corazón
tolearn,aprender
show,enseñar
toteach,enseñar
takeaway,quitar
toremove,quitar
message,mensaje
toanalyze,analizar
beneﬁt,bien
property,bien
goods,bien
public,público
elect,elegir
tochoose,elegir
region,región
policeofﬁcer,policía
policeforce,policía
police,policía
beginning,comienzo
start,comienzo
tohappen,suceder
end,fondo
bottom,fondo
love,amor
workout,resolver
settle,resolver
toresolve,resolver
neighbor,vecino
action,actividad
activity,actividad
brief,corto
short,corto
chance,oportunidad
opportunity,oportunidad
righthand,derecha
right,derecha
manage,dirigir
todirect,dirigir
join[together],unir
tounite,unir
death,muerte
present,plantear
topropose,plantear
government,gobierno
toshare,compartir
seat,sentar
tosit[down],sentar
thinking,pensamiento
thought,pensamiento
rule,ley
bill,ley
law,ley
level,plano
map,plano
plane,plano
play[instrument],tocar
totouch,tocar
importance,importancia
terrible,terrible
course,línea
line,línea
early,temprano
function,andar
towalk,andar
outcome,resultado
result,resultado
room,espacio
space,espacio
consistof,constituir
toconstitute,constituir
race,carrera
course,carrera
career,carrera
tomorrow,mañana
morning,mañana
phrase,frase
reunion,reunión
meeting,reunión
culture,cultura
sickness,enfermedad
illness,enfermedad
leftover,resto
remainder,resto
rest,resto
literature,literatura
faith,fe
sleep,sueño
dream,sueño
import,importar
tomatter,importar
ready,dispuesto
willing,dispuesto
classmate,compañero
companion,compañero
todependon,depender
power,poder
summer,verano
happening,acontecimiento
event,acontecimiento
tofulﬁll,cumplir
never,jamás
third,tercero
tocontinue,continuar
[el]weapon,arma
base,pie
foot,pie
endeavor,esfuerzo
effort,esfuerzo
condition,condición
tocontribute,contribuir
tocut,cortar
attendto,atender
toserve,atender
help,ayudar
color,color
past,pasado
roll,lista
roster,lista
list,lista
famous,famoso
shortage,falta
lack,falta
occasion,ocasión
opportunity,ocasión
tovisit,visitar
reward,premio
prize,premio
guest,visita
visitor,visita
visit,visita
formal],tu
your[sg,tu
digit,dedo
toe,dedo
ﬁnger,dedo
ﬁfteen,quince
demonstrate,demostrar
toshow,demostrar
arouse,despertar
towake[up],despertar
life,existencia
existence,existencia
mind,mente
majority,mayoría
knowledge,conocimiento
exam,examen
examination,examen
telephone,teléfono
phone,teléfono
sport,juego
play,juego
game,juego
mine,mío
action,acto
act,acto
limb,rama
bough,rama
branch,rama
vacant,libre
free,libre
topickup,recoger
immediate,inmediato
level,nivel
knowledge,ciencia
science,ciencia
aid,ayuda
help,ayuda
atmosphere,ambiente
environment,ambiente
enforce,imponer
toimpose,imponer
German,alemán
tomarry,casar
bulk,masa
crowd,masa
dough,masa
mass,masa
classic,clásico
future,futuro
insane,loco
crazy,loco
attention,atención
stick[on],pegar
tohit,pegar
meal,comida
food,comida
capacity,capacidad
both,ambos
real,concreto
concrete,concreto
use,ocupar
tooccupy,ocupar
admissionticket,entrada
entrance,entrada
you,tú
objective,objetivo
disposition,disposición
disposal,disposición
todeliver,entregar
drama,teatro
theater,teatro
which,cuál
volume,volumen
French,francés
near,cerca
close,cerca
nine,nueve
experience,experiencia
todiscover,descubrir
paint,pintura
painting,pintura
precisely,precisamente
decide,determinar
todetermine,determinar
subject,materia
matter,materia
television,televisión
TV,televisión
authority,autoridad
hearth,hogar
home,hogar
NorthAmerican,norteamericano
element,material
material,material
when,cuándo
topaint,pintar
power,energía
energy,energía
keepsake,recuerdo
memory,recuerdo
preserve,conservar
conserve,conservar
put,meter
saint,santa
common,común
totravel,viajar
discuss,discutir
toargue,discutir
desire,pasión
passion,pasión
wine,vino
soul,alma
theory,teoría
fear,temer
performer,artista
artist,artista
together,junto
day,fecha
date,fecha
undergo,sufrir
tosuffer,sufrir
ceiling,cielo
heaven,cielo
sky,cielo
fear,temor
manager,jefe
boss,jefe
leader,jefe
chapter,capítulo
professional,profesional
roof,techo
appearance,presencia
presence,presencia
toseparate,separar
decision,decisión
completely,absolutamente
absolutely,absolutamente
cast,echar
tothrow,echar
national,nacional
thing,objeto
object,objeto
author,autor
writer,autor
appearance,aspecto
aspect,aspecto
securely,seguramente
surely,seguramente
endure,resistir
toresist,resistir
respond,responder
toanswer,responder
inaddition,encima
ontop,encima
above,encima
tocomenear,acercar
toprepare,preparar
quote,citar
tocite,citar
spread,extender
toextend,extender
torest,descansar
affair,asunto
issue,asunto
matter,asunto
fundamental,fundamental
facility,facilidad
ease,facilidad
toworry,preocupar
ago,atrás
behind,atrás
back,atrás
employee,empleado
quick,pronto
soon,pronto
concept,concepto
solemn,grave
serious,grave
retire,retirar
totakeaway,retirar
toestablish,establecer
get,adquirir
toacquire,adquirir
behard,costar
tocost,costar
cite,mencionar
tomention,mencionar
skill,práctica
practice,práctica
topublish,publicar
[speciﬁc]language,idioma
totakeadvantageof,aprovechar
future,futuro
end,conclusión
conclusion,conclusión
car,vehículo
vehicle,vehículo
military,militar
company,compañía
direction,curso
course,curso
USmovietheater,cine
cinema,cine
dial,marcar
note,marcar
tomark,marcar
comment,comentario
remark,comentario
bright,vivo
alive,vivo
wrestle,lucha
struggle,lucha
ﬁght,lucha
damage,daño
injury,daño
harm,daño
try,intento
attempt,intento
sick,enfermo
ill,enfermo
story,piso
ﬂoor,piso
gesture,gesto
straight,derecho
right,derecho
current,actual
December,diciembre
economics,economía
economy,economía
thriftiness,economía
bring,introducir
introduce,introducir
completely,totalmente
totally,totalmente
how much,cuánto
position,posición
off],lejos
far,lejos
milk,leche
consciousness,conciencia
conscience,conciencia
toapply,aplicar
letdown,bajar
tocomedown,bajar
counsel,consejo
council,consejo
advice,consejo
next,próximo
rock,piedra
stone,piedra
doctor,médico
principal,director
manager,director
director,director
recover,recuperar
torecuperate,recuperar
principal,principal
main,principal
tale,cuento
story,cuento
look,mirada
gaze,mirada
seven,siete
hard,duro
information,información
ghost,espíritu
spirit,espíritu
item,artículo
product,artículo
article,artículo
transfer,trasladar
tomove,trasladar
habit,hábito
positive,positivo
expression,expresión
expose,exponer
toexpound,exponer
lyrics,letra
handwriting,letra
letter,letra
departure,partida
match,partida
game,partida
easy,sencillo
plain,sencillo
simple,sencillo
barely,apenas
hardly,apenas
style,estilo
perfect,perfecto
turn,vuelta
return,vuelta
exception,excepción
control,control
hope,esperanza
upper,superior
superior,superior
bedroom,habitación
room,habitación
habitat,habitación
handle,manejar
todrive,manejar
torepresent,representar
cause,causa
alike,semejante
such,semejante
similar,semejante
round,alrededor
around,alrededor
about,alrededor
teacher,profesor
professor,profesor
even,siquiera
toaccompany,acompañar
task,labor
work,labor
labor,labor
laborer,trabajador
worker,trabajador
nature,carácter
personality,carácter
tosing,cantar
tooperate,operar
nevertheless,obstante
young,joven
sex,sexo
document,documento
cause,motivo
motive,motivo
build,construir
toconstruct,construir
view,opinión
opinion,opinión
master,dominar
todominate,dominar
obscure,oscuro
dark,oscuro
remind,acordar
toremember,acordar
usually,generalmente
generally,generalmente
toclose,cerrar
chain,cadena
behind,tras
after,tras
distribute,repartir
deliver,repartir
todivide,repartir
phenomenon,fenómeno
procedure,proceso
process,proceso
development,desarrollo
contact,contacto
to[have]doubt,dudar
tolend,prestar
save,guardar
tokeep,guardar
tocry,llorar
margin,margen
edge,margen
border,margen
brink,margen
toﬁnd[out],hallar
immediately,inmediatamente
sorrow,dolor
ache,dolor
pain,dolor
explosion,bomba
bomb,bomba
pump,bomba
printing,impresión
impression,impresión
reply,respuesta
answer,respuesta
fault,culpa
blame,culpa
interesting,interesante
toadd,añadir
Argentine,argentino
apartment,departamento
department,departamento
tolast,durar
pull,tirar
tothrow,tirar
college,colegio
[high]school,colegio
toinvite,invitar
husband,marido
daily,diario
naturally,naturalmente
job,tarea
task,tarea
entry,acceso
access,acceso
hinder,impedir
toprevent,impedir
crisis,crisis
hall,sala
room,sala
attitude,actitud
scarce,raro
rare,raro
strange,raro
dead,muerto
fortune,suerte
luck,suerte
religious,religioso
toinstall,instalar
series,serie
tocover,cubrir
near,cercano
plot,argumento
argument,argumento
test,prueba
trial,prueba
proof,prueba
submerge,hundir
tosink,hundir
success,éxito
absolute,absoluto
tointerpret,interpretar
full,pleno
complete,pleno
regular,normal
usual,normal
normal,normal
function,funcionar
towork,funcionar
signal,señalar
topoint[out],señalar
fourth,cuarto
experiment,experimentar
toexperience,experimentar
known,conocido
tomix,mezclar
peace,paz
plan,proyecto
project,proyecto
safe,caja
box,caja
bank,caja
fast,rápido
quick,rápido
honesty,honor
honor,honor
money[m],capital
city,capital
capital,capital
liberate,liberar
tofree,liberar
tocomplete,completar
inside,interior
interior,interior
detached,ajeno
notbelongingto,ajeno
dismiss,despedir
boy,chico
origin,nacimiento
birth,nacimiento
arid,seco
dry,seco
backing,apoyo
support,apoyo
todivide,dividir
tiresome,pesado
boring,pesado
heavy,pesado
text,texto
reserve,reserva
reservation,reserva
protect,defender
todefend,defender
tobelong,pertenecer
education,formación
formation,formación
opening,boca
entrance,boca
mouth,boca
distance,distancia
blue,azul
beoftheopinion,opinar
tothink,opinar
machine,máquina
heading,título
title,título
habitual,habitual
usual,habitual
customary,habitual
refuse,negar
todeny,negar
knock,llamada
call,llamada
goal,ideal
ideal,ideal
yours[informal],suyo
theirs,suyo
hers,suyo
his,suyo
straight,directo
direct,directo
method,método
necessary,preciso
precise,preciso
below,debajo
underneath,debajo
ﬁndout,averiguar
toinvestigate,averiguar
pressure,presión
tobeunaware,ignorar
automobile,automóvil
behind,detrás
content,contenido
contents,contenido
daughter,hija
August,agosto
charge,cobrar
ship,barco
boat,barco
American,americano
tosell,vender
sixty,sesenta
tocheerup,animar
page,página
tonotice,notar
tree,árbol
plan,plan
scope,alcance
reach,alcance
toreturn[toaplace],regresar
order,mandar
tosend,mandar
form,moda
fashion,moda
tosatisfy,satisfacer
quaintness,curiosidad
curiosity,curiosidad
school,escuela
memory,memoria
reﬂection,espejo
mirror,espejo
element,elemento
tobreak,romper
tokill,matar
queue,cola
line,cola
tail,cola
youth,juventud
agreement,trato
manner,trato
treatment,trato
carriage,coche
car,coche
twenty,veinte
frequent,acudir
goto,acudir
toattend,acudir
inspect,examinar
toexamine,examinar
cold,frío
just,simplemente
simply,simplemente
stress,tensión
tension,tensión
strain,tensión
toexpress,expresar
generation,generación
manifestation,manifestación
protest,manifestación
terrain,terreno
earth,terreno
ground,terreno
secure,seguro
sure,seguro
safe,seguro
lineage,raza
race,raza
uproot,arrancar
tostart[machine],arrancar
sexual,sexual
position,puesto
place,puesto
job,puesto
ofthefamily,familiar
familiar,familiar
approve,aprobar
topass[test],aprobar
downward,abajo
below,abajo
down,abajo
tocomplain,quejar
judgment,juicio
technical,técnico
garden,jardín
tointervene,intervenir
audience,público
public,público
consequence,consecuencia
rhythm,ritmo
perfectly,perfectamente
fortunate,feliz
happy,feliz
true,exacto
faithful,exacto
exact,exacto
wife,esposa
character[e.g.movie],personaje
fatherland,patria
nativeland,patria
intelligent,inteligente
quality,calidad
beauty,belleza
continuous,continuo
instruction,instrucción
incline,inclinación
slope,inclinación
tendency,inclinación
temperature,temperatura
track,huella
trace,huella
footstep,huella
blend,mezcla
mixture,mezcla
blind,ciego
distant,lejano
preference,gusto
taste,gusto
pleasure,gusto
practice,ejercicio
exercise,ejercicio
hospital,hospital
communication,radio
set[m],radio
radio,radio
thirty,treinta
convenient,conveniente
outcome,salida
escape,salida
exit,salida
sentiment,sentimiento
feeling,sentimiento
rescue,salvar
tosave,salvar
sea,mar
chamber,cuarto
room,cuarto
tostop,parar
knowledge,saber
fee,cargo
charge,cargo
position,cargo
poem,poesía
poetry,poesía
music,música
season,estación
station,estación
fairness,justicia
justice,justicia
sparkling,brillante
shiny,brillante
brilliant,brillante
destiny,destino
destination,destino
revolution,revolución
delivery,entrega
feeling,sensación
sensation,sensación
intellectual,intelectual
representative,representante
acute,agudo
sharp,agudo
while,rato
moment,rato
time,rato
twelve,doce
hop,salto
jump,salto
skip,salto
happiness,alegría
joy,alegría
still,aun
even,aun
operation,operación
delicate,delicado
grade,nota
note,nota
persuaded,convencido
convinced,convencido
mere,simple
simple,simple
construction,construcción
secretary,secretario
display,exposición
exhibition,exposición
international,internacional
key,clave
tocross,cruzar
personal,personal
wall,pared
Greek,griego
powerful,poderoso
point,punta
tip,punta
worldwide,mundial
especially,especialmente
job,empleo
work,empleo
occupation,empleo
